company_num,combined_risk_tier,n_features_cited,hits_top5,precision_top5,cites_any_top3,leads_with_top_driver,jaccard_top5
286938,BEHAVIORAL_ANOMALY,4,3,0.75,1,1,0.5
294038,LOW_CONCERN,3,3,1.0,1,1,0.6
653782,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
291910,LOW_CONCERN,2,2,1.0,1,1,0.4
293111,LOW_CONCERN,4,4,1.0,1,1,0.8
651769,LOW_CONCERN,2,2,1.0,1,0,0.4
652633,LOW_CONCERN,4,3,0.75,1,1,0.5
654099,DISSOLUTION_RISK,3,2,0.6666666666666666,1,1,0.3333333333333333
654382,LOW_CONCERN,4,3,0.75,1,1,0.5
654828,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
655410,LOW_CONCERN,3,3,1.0,1,0,0.6
656720,LOW_CONCERN,3,3,1.0,1,1,0.6
657087,LOW_CONCERN,4,3,0.75,1,1,0.5
658234,LOW_CONCERN,4,3,0.75,1,1,0.5
658283,DISSOLUTION_RISK,4,1,0.25,1,1,0.125
658370,BEHAVIORAL_ANOMALY,4,2,0.5,1,0,0.2857142857142857
658813,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
659855,LOW_CONCERN,5,5,1.0,1,1,1.0
662043,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
663548,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
663860,LOW_CONCERN,2,2,1.0,1,1,0.4
665815,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
666678,LOW_CONCERN,4,3,0.75,1,1,0.5
669911,DISSOLUTION_RISK,4,2,0.5,1,0,0.2857142857142857
678481,LOW_CONCERN,3,3,1.0,1,1,0.6
670433,LOW_CONCERN,2,1,0.5,1,0,0.16666666666666666
672922,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
675933,LOW_CONCERN,4,3,0.75,1,1,0.5
676791,DISSOLUTION_RISK,4,1,0.25,1,0,0.125
676923,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
677044,LOW_CONCERN,3,3,1.0,1,0,0.6
677306,BEHAVIORAL_ANOMALY,4,2,0.5,1,1,0.2857142857142857
678100,LOW_CONCERN,4,3,0.75,1,1,0.5
678544,LOW_CONCERN,2,2,1.0,1,1,0.4
679407,LOW_CONCERN,4,4,1.0,1,1,0.8
679411,LOW_CONCERN,3,3,1.0,1,1,0.6
679827,LOW_CONCERN,4,3,0.75,1,1,0.5
679901,LOW_CONCERN,2,2,1.0,1,0,0.4
681641,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
681818,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
682410,LOW_CONCERN,3,3,1.0,1,1,0.6
682633,LOW_CONCERN,3,3,1.0,1,1,0.6
682751,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
682854,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
682920,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
683466,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
683638,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
683737,LOW_CONCERN,2,2,1.0,1,0,0.4
684124,LOW_CONCERN,3,3,1.0,1,1,0.6
684559,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
685774,LOW_CONCERN,3,3,1.0,1,0,0.6
161500,LOW_CONCERN,4,4,1.0,1,1,0.8
686380,LOW_CONCERN,4,3,0.75,1,1,0.5
686955,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
163137,LOW_CONCERN,4,3,0.75,1,1,0.5
170233,LOW_CONCERN,4,3,0.75,1,1,0.5
170686,LOW_CONCERN,4,4,1.0,1,1,0.8
175479,LOW_CONCERN,4,4,1.0,1,1,0.8
180845,LOW_CONCERN,4,3,0.75,1,1,0.5
185952,LOW_CONCERN,4,4,1.0,1,1,0.8
485678,LOW_CONCERN,4,3,0.75,1,1,0.5
477708,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
479534,DISSOLUTION_RISK,3,2,0.6666666666666666,1,1,0.3333333333333333
479566,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
481895,LOW_CONCERN,4,3,0.75,1,1,0.5
484160,LOW_CONCERN,4,3,0.75,1,1,0.5
485288,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
490404,BEHAVIORAL_ANOMALY,4,3,0.75,1,0,0.5
485949,PRIORITY,4,3,0.75,1,0,0.5
494015,DISSOLUTION_RISK,4,2,0.5,1,0,0.2857142857142857
495645,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
497873,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
500069,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
502763,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
502683,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
503773,LOW_CONCERN,5,3,0.6,1,0,0.42857142857142855
505452,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
508257,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
235622,LOW_CONCERN,4,4,1.0,1,1,0.8
373719,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
657382,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
82655,LOW_CONCERN,4,4,1.0,1,1,0.8
87724,LOW_CONCERN,4,4,1.0,1,1,0.8
348885,LOW_CONCERN,4,3,0.75,1,1,0.5
351067,LOW_CONCERN,4,4,1.0,1,1,0.8
340116,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
341162,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
349639,LOW_CONCERN,4,3,0.75,1,1,0.5
355563,LOW_CONCERN,4,4,1.0,1,1,0.8
358333,LOW_CONCERN,4,4,1.0,1,1,0.8
368145,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
356193,LOW_CONCERN,4,3,0.75,1,1,0.5
369139,LOW_CONCERN,4,4,1.0,1,1,0.8
547507,DISSOLUTION_RISK,4,1,0.25,0,0,0.125
550148,LOW_CONCERN,3,3,1.0,1,1,0.6
550155,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
554433,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
555798,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
563601,LOW_CONCERN,3,0,0.0,0,0,0.0
559014,DISSOLUTION_RISK,4,1,0.25,1,0,0.125
564492,DISSOLUTION_RISK,5,2,0.4,1,0,0.25
565074,LOW_CONCERN,5,2,0.4,1,1,0.25
569419,LOW_CONCERN,4,1,0.25,1,0,0.125
569562,LOW_CONCERN,5,2,0.4,1,1,0.25
571705,LOW_CONCERN,3,0,0.0,0,0,0.0
573236,LOW_CONCERN,4,1,0.25,1,0,0.125
574494,LOW_CONCERN,5,2,0.4,1,1,0.25
575152,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
575606,LOW_CONCERN,2,1,0.5,1,1,0.16666666666666666
577018,LOW_CONCERN,3,1,0.3333333333333333,1,1,0.14285714285714285
579108,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
580018,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
23556,LOW_CONCERN,4,4,1.0,1,1,0.8
30898,LOW_CONCERN,4,4,1.0,1,1,0.8
20778,LOW_CONCERN,4,4,1.0,1,1,0.8
24881,LOW_CONCERN,4,4,1.0,1,1,0.8
308540,LOW_CONCERN,4,4,1.0,1,1,0.8
34277,LOW_CONCERN,4,4,1.0,1,1,0.8
37853,LOW_CONCERN,4,4,1.0,1,1,0.8
303895,BEHAVIORAL_ANOMALY,3,2,0.6666666666666666,1,1,0.3333333333333333
308449,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
314164,LOW_CONCERN,4,4,1.0,1,1,0.8
326978,LOW_CONCERN,4,4,1.0,1,1,0.8
583971,LOW_CONCERN,4,0,0.0,0,0,0.0
328898,LOW_CONCERN,4,3,0.75,1,1,0.5
331809,LOW_CONCERN,4,3,0.75,1,1,0.5
332266,BEHAVIORAL_ANOMALY,5,3,0.6,1,1,0.42857142857142855
332367,LOW_CONCERN,4,3,0.75,1,1,0.5
334415,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
337506,BEHAVIORAL_ANOMALY,4,3,0.75,1,1,0.5
581556,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
582734,LOW_CONCERN,5,2,0.4,1,1,0.25
582856,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
585290,LOW_CONCERN,4,1,0.25,1,1,0.125
585413,DISSOLUTION_RISK,3,2,0.6666666666666666,1,1,0.3333333333333333
594219,DISSOLUTION_RISK,4,2,0.5,1,0,0.2857142857142857
586418,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
586710,LOW_CONCERN,4,0,0.0,0,0,0.0
588322,LOW_CONCERN,4,1,0.25,1,0,0.125
588874,LOW_CONCERN,4,1,0.25,1,1,0.125
589551,LOW_CONCERN,4,3,0.75,1,1,0.5
591128,LOW_CONCERN,4,1,0.25,0,0,0.125
593734,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
594051,DISSOLUTION_RISK,4,1,0.25,1,0,0.125
594444,LOW_CONCERN,4,0,0.0,0,0,0.0
594521,LOW_CONCERN,4,2,0.5,0,0,0.2857142857142857
594707,LOW_CONCERN,2,1,0.5,1,1,0.16666666666666666
595322,LOW_CONCERN,2,2,1.0,1,1,0.4
596990,LOW_CONCERN,2,1,0.5,1,1,0.16666666666666666
598430,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
602239,LOW_CONCERN,2,2,1.0,1,0,0.4
606361,DISSOLUTION_RISK,5,3,0.6,1,1,0.42857142857142855
602595,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
603152,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
604796,LOW_CONCERN,2,2,1.0,1,1,0.4
605820,LOW_CONCERN,3,3,1.0,1,1,0.6
608333,LOW_CONCERN,5,2,0.4,1,0,0.25
609354,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
609600,LOW_CONCERN,3,3,1.0,1,0,0.6
610122,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
610616,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
610751,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
612582,LOW_CONCERN,4,3,0.75,1,1,0.5
613006,LOW_CONCERN,4,1,0.25,0,0,0.125
42968,LOW_CONCERN,3,3,1.0,1,1,0.6
44679,LOW_CONCERN,4,4,1.0,1,1,0.8
54361,LOW_CONCERN,2,2,1.0,1,1,0.4
377890,LOW_CONCERN,4,4,1.0,1,1,0.8
382793,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
374146,LOW_CONCERN,4,3,0.75,1,1,0.5
377678,LOW_CONCERN,4,3,0.75,1,1,0.5
378180,LOW_CONCERN,4,4,1.0,1,1,0.8
379701,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
388441,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
393798,LOW_CONCERN,4,3,0.75,1,1,0.5
397252,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
399413,LOW_CONCERN,4,3,0.75,1,1,0.5
401563,LOW_CONCERN,4,3,0.75,1,1,0.5
405000,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
630509,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
616169,LOW_CONCERN,2,2,1.0,1,1,0.4
617619,DISSOLUTION_RISK,4,1,0.25,1,1,0.125
619151,DISSOLUTION_RISK,4,2,0.5,1,0,0.2857142857142857
619834,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
622055,LOW_CONCERN,2,2,1.0,1,1,0.4
623447,DISSOLUTION_RISK,5,3,0.6,1,1,0.42857142857142855
624128,DISSOLUTION_RISK,2,1,0.5,1,0,0.16666666666666666
624394,DISSOLUTION_RISK,4,0,0.0,0,0,0.0
625302,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
625808,LOW_CONCERN,2,2,1.0,1,0,0.4
626245,LOW_CONCERN,2,1,0.5,1,0,0.16666666666666666
626579,LOW_CONCERN,3,3,1.0,1,1,0.6
627552,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
627651,LOW_CONCERN,4,3,0.75,1,1,0.5
628346,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
633202,LOW_CONCERN,2,1,0.5,1,1,0.16666666666666666
632322,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
633787,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
636408,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
637796,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
638187,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
638416,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
638428,LOW_CONCERN,3,3,1.0,1,1,0.6
638643,LOW_CONCERN,2,2,1.0,1,1,0.4
638942,DISSOLUTION_RISK,5,3,0.6,1,0,0.42857142857142855
639275,LOW_CONCERN,3,3,1.0,1,1,0.6
639311,LOW_CONCERN,3,1,0.3333333333333333,1,0,0.14285714285714285
639687,LOW_CONCERN,4,3,0.75,1,1,0.5
639991,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
640800,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
641283,DISSOLUTION_RISK,4,1,0.25,1,0,0.125
642461,LOW_CONCERN,2,2,1.0,1,0,0.4
642927,LOW_CONCERN,2,2,1.0,1,0,0.4
643272,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
646131,LOW_CONCERN,2,2,1.0,1,0,0.4
649641,BEHAVIORAL_ANOMALY,3,2,0.6666666666666666,1,1,0.3333333333333333
125852,LOW_CONCERN,4,3,0.75,1,1,0.5
126904,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
148166,LOW_CONCERN,4,4,1.0,1,1,0.8
145869,LOW_CONCERN,4,4,1.0,1,1,0.8
512711,LOW_CONCERN,4,3,0.75,1,1,0.5
514486,DISSOLUTION_RISK,4,1,0.25,1,1,0.125
515464,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
515795,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
517179,LOW_CONCERN,5,2,0.4,1,1,0.25
517829,DISSOLUTION_RISK,4,1,0.25,1,1,0.125
529807,LOW_CONCERN,4,3,0.75,1,1,0.5
531576,LOW_CONCERN,5,3,0.6,1,0,0.42857142857142855
519563,BEHAVIORAL_ANOMALY,4,3,0.75,1,1,0.5
523671,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
524861,DISSOLUTION_RISK,4,1,0.25,1,1,0.125
525135,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
525279,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
528110,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
529321,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
530535,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
531913,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
533670,LOW_CONCERN,2,2,1.0,1,1,0.4
534327,LOW_CONCERN,4,1,0.25,1,0,0.125
534385,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
535696,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
536073,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
537920,DISSOLUTION_RISK,4,1,0.25,1,0,0.125
539823,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
540222,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
540623,LOW_CONCERN,5,1,0.2,1,1,0.1111111111111111
544542,LOW_CONCERN,4,1,0.25,1,0,0.125
687684,DISSOLUTION_RISK,5,2,0.4,1,1,0.25
689049,LOW_CONCERN,4,3,0.75,1,0,0.5
689889,BEHAVIORAL_ANOMALY,4,2,0.5,1,0,0.2857142857142857
690113,DISSOLUTION_RISK,2,2,1.0,1,0,0.4
691287,LOW_CONCERN,4,3,0.75,1,1,0.5
704239,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
695183,LOW_CONCERN,2,1,0.5,0,0,0.16666666666666666
695478,LOW_CONCERN,4,4,1.0,1,1,0.8
695733,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
699987,LOW_CONCERN,4,4,1.0,1,1,0.8
700300,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
700366,LOW_CONCERN,3,3,1.0,1,0,0.6
701378,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
702046,LOW_CONCERN,3,3,1.0,1,1,0.6
703340,LOW_CONCERN,5,5,1.0,1,1,1.0
704389,LOW_CONCERN,4,4,1.0,1,1,0.8
705025,LOW_CONCERN,3,3,1.0,1,0,0.6
705247,LOW_CONCERN,4,3,0.75,1,1,0.5
705377,LOW_CONCERN,2,2,1.0,0,0,0.4
705421,LOW_CONCERN,4,3,0.75,1,1,0.5
705740,LOW_CONCERN,5,5,1.0,1,1,1.0
707507,LOW_CONCERN,4,4,1.0,1,1,0.8
707950,LOW_CONCERN,2,2,1.0,1,0,0.4
708063,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
708082,LOW_CONCERN,3,3,1.0,1,0,0.6
708310,LOW_CONCERN,4,4,1.0,1,1,0.8
708485,LOW_CONCERN,3,3,1.0,1,0,0.6
708497,LOW_CONCERN,5,5,1.0,1,1,1.0
708500,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
709079,LOW_CONCERN,4,3,0.75,1,1,0.5
709425,LOW_CONCERN,4,3,0.75,1,1,0.5
710151,LOW_CONCERN,2,1,0.5,1,0,0.16666666666666666
710308,LOW_CONCERN,3,3,1.0,1,0,0.6
710360,LOW_CONCERN,4,3,0.75,1,1,0.5
710641,LOW_CONCERN,4,3,0.75,1,1,0.5
710877,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
711539,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
712178,LOW_CONCERN,5,5,1.0,1,1,1.0
714907,DISSOLUTION_RISK,4,4,1.0,1,1,0.8
714917,DISSOLUTION_RISK,1,1,1.0,1,1,0.2
716536,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
716915,DISSOLUTION_RISK,5,5,1.0,1,1,1.0
717238,LOW_CONCERN,4,3,0.75,1,1,0.5
720446,LOW_CONCERN,3,3,1.0,1,1,0.6
722544,LOW_CONCERN,4,4,1.0,1,1,0.8
723017,LOW_CONCERN,4,4,1.0,1,1,0.8
724751,DISSOLUTION_RISK,2,1,0.5,0,0,0.16666666666666666
724815,LOW_CONCERN,3,3,1.0,1,0,0.6
725041,LOW_CONCERN,3,3,1.0,1,0,0.6
213049,LOW_CONCERN,4,4,1.0,1,1,0.8
211711,LOW_CONCERN,4,3,0.75,1,1,0.5
218731,LOW_CONCERN,4,3,0.75,1,1,0.5
410525,LOW_CONCERN,4,4,1.0,1,1,0.8
224911,LOW_CONCERN,4,3,0.75,1,1,0.5
408994,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
410044,LOW_CONCERN,2,1,0.5,1,0,0.16666666666666666
410265,LOW_CONCERN,4,3,0.75,1,1,0.5
411376,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
411672,DISSOLUTION_RISK,3,1,0.3333333333333333,1,1,0.14285714285714285
412326,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
413779,LOW_CONCERN,4,3,0.75,1,1,0.5
418209,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
423759,LOW_CONCERN,4,3,0.75,1,1,0.5
429050,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
429466,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
431198,DISSOLUTION_RISK,5,3,0.6,1,1,0.42857142857142855
431223,LOW_CONCERN,4,3,0.75,1,1,0.5
431629,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
437104,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
229589,LOW_CONCERN,4,4,1.0,1,1,0.8
235360,LOW_CONCERN,4,4,1.0,1,1,0.8
247583,LOW_CONCERN,4,4,1.0,1,1,0.8
238873,DISSOLUTION_RISK,4,4,1.0,1,1,0.8
255160,LOW_CONCERN,4,3,0.75,1,1,0.5
442766,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
443069,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
445552,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
448531,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
452634,LOW_CONCERN,4,4,1.0,1,1,0.8
456550,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
457885,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
726391,LOW_CONCERN,4,4,1.0,1,1,0.8
462139,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
463257,LOW_CONCERN,4,3,0.75,1,1,0.5
465006,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
467321,LOW_CONCERN,4,3,0.75,1,1,0.5
475928,LOW_CONCERN,3,3,1.0,1,1,0.6
725795,LOW_CONCERN,2,2,1.0,1,0,0.4
725923,DISSOLUTION_RISK,4,4,1.0,1,1,0.8
726085,LOW_CONCERN,3,3,1.0,1,0,0.6
726448,LOW_CONCERN,2,1,0.5,0,0,0.16666666666666666
730283,LOW_CONCERN,4,2,0.5,1,1,0.2857142857142857
735042,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
727091,LOW_CONCERN,2,2,1.0,0,0,0.4
727138,BEHAVIORAL_ANOMALY,4,3,0.75,1,0,0.5
727914,LOW_CONCERN,2,2,1.0,1,0,0.4
728059,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
728589,LOW_CONCERN,3,3,1.0,1,0,0.6
728845,LOW_CONCERN,4,4,1.0,1,1,0.8
729026,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
729527,LOW_CONCERN,3,3,1.0,1,0,0.6
729654,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
729719,LOW_CONCERN,2,2,1.0,0,0,0.4
729963,LOW_CONCERN,2,2,1.0,1,0,0.4
729973,LOW_CONCERN,4,4,1.0,1,1,0.8
729995,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
730255,DISSOLUTION_RISK,4,4,1.0,1,0,0.8
730377,LOW_CONCERN,3,3,1.0,1,0,0.6
731069,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
731133,LOW_CONCERN,4,4,1.0,1,1,0.8
731361,LOW_CONCERN,4,3,0.75,1,1,0.5
731444,LOW_CONCERN,3,3,1.0,1,1,0.6
732115,LOW_CONCERN,3,3,1.0,1,0,0.6
732142,BEHAVIORAL_ANOMALY,4,3,0.75,1,1,0.5
732797,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
733074,LOW_CONCERN,4,4,1.0,1,1,0.8
734439,LOW_CONCERN,1,0,0.0,0,0,0.0
736625,LOW_CONCERN,4,3,0.75,1,1,0.5
737262,LOW_CONCERN,4,3,0.75,1,0,0.5
738435,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
738656,LOW_CONCERN,4,4,1.0,1,1,0.8
740457,LOW_CONCERN,4,3,0.75,1,1,0.5
740601,DISSOLUTION_RISK,4,4,1.0,1,0,0.8
741682,DISSOLUTION_RISK,4,2,0.5,1,0,0.2857142857142857
742425,LOW_CONCERN,4,3,0.75,1,0,0.5
747739,BEHAVIORAL_ANOMALY,4,3,0.75,1,0,0.5
750945,LOW_CONCERN,2,2,1.0,1,0,0.4
755688,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
756548,BEHAVIORAL_ANOMALY,4,3,0.75,1,1,0.5
757035,LOW_CONCERN,3,3,1.0,1,1,0.6
758579,LOW_CONCERN,4,4,1.0,1,1,0.8
759731,LOW_CONCERN,3,3,1.0,1,1,0.6
760236,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
760695,DISSOLUTION_RISK,4,4,1.0,1,1,0.8
270309,LOW_CONCERN,4,3,0.75,1,1,0.5
275129,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
281548,LOW_CONCERN,4,3,0.75,1,1,0.5
282393,LOW_CONCERN,4,3,0.75,1,1,0.5
292683,LOW_CONCERN,4,3,0.75,1,1,0.5
293180,LOW_CONCERN,4,3,0.75,1,1,0.5
293713,LOW_CONCERN,4,3,0.75,1,1,0.5
297969,LOW_CONCERN,4,3,0.75,1,1,0.5
298782,DISSOLUTION_RISK,3,2,0.6666666666666666,1,1,0.3333333333333333
651349,LOW_CONCERN,4,3,0.75,1,1,0.5
651419,LOW_CONCERN,4,2,0.5,1,0,0.2857142857142857
652858,LOW_CONCERN,3,1,0.3333333333333333,1,1,0.14285714285714285
653557,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
655019,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
655684,LOW_CONCERN,4,3,0.75,1,0,0.5
656096,LOW_CONCERN,2,1,0.5,1,1,0.16666666666666666
656678,DISSOLUTION_RISK,4,2,0.5,1,0,0.2857142857142857
657714,LOW_CONCERN,2,1,0.5,1,1,0.16666666666666666
657731,LOW_CONCERN,2,1,0.5,1,1,0.16666666666666666
657944,LOW_CONCERN,5,5,1.0,1,1,1.0
657951,LOW_CONCERN,2,1,0.5,1,1,0.16666666666666666
658124,LOW_CONCERN,4,1,0.25,0,0,0.125
658458,BEHAVIORAL_ANOMALY,4,3,0.75,1,0,0.5
661026,LOW_CONCERN,4,4,1.0,1,0,0.8
668710,BEHAVIORAL_ANOMALY,4,1,0.25,1,0,0.125
659491,LOW_CONCERN,4,3,0.75,1,1,0.5
660337,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
660689,LOW_CONCERN,4,4,1.0,1,1,0.8
660926,DISSOLUTION_RISK,4,2,0.5,1,1,0.2857142857142857
661054,DISSOLUTION_RISK,5,4,0.8,1,1,0.6666666666666666
661153,DISSOLUTION_RISK,4,3,0.75,1,0,0.5
661783,LOW_CONCERN,4,4,1.0,1,1,0.8
662175,LOW_CONCERN,3,3,1.0,1,0,0.6
662992,LOW_CONCERN,5,3,0.6,1,1,0.42857142857142855
663254,LOW_CONCERN,3,2,0.6666666666666666,1,1,0.3333333333333333
663926,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
664449,LOW_CONCERN,5,5,1.0,1,1,1.0
665811,LOW_CONCERN,4,4,1.0,1,1,0.8
666249,DISSOLUTION_RISK,5,1,0.2,1,1,0.1111111111111111
667451,LOW_CONCERN,4,3,0.75,1,1,0.5
667460,LOW_CONCERN,4,3,0.75,1,1,0.5
668613,DISSOLUTION_RISK,4,3,0.75,1,1,0.5
672795,BEHAVIORAL_ANOMALY,3,2,0.6666666666666666,1,0,0.3333333333333333
673372,LOW_CONCERN,3,3,1.0,1,1,0.6
673656,LOW_CONCERN,3,3,1.0,1,0,0.6
676231,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
675929,LOW_CONCERN,5,4,0.8,1,1,0.6666666666666666
677171,LOW_CONCERN,4,3,0.75,1,1,0.5
677211,LOW_CONCERN,4,3,0.75,1,1,0.5
677665,LOW_CONCERN,2,2,1.0,1,0,0.4
677854,LOW_CONCERN,3,2,0.6666666666666666,1,0,0.3333333333333333
678623,LOW_CONCERN,4,3,0.75,1,1,0.5
